636016288>_<1548979205,20939,96,583509,96,-125.47191,48.13952,1548987285,-125.47664,48.13575,1548987384
636016288>_<1548979205,20939,97,583509,97,-125.47664,48.13575,1548987384,-125.47998,48.13311,1548987454
636016288>_<1548979205,20939,98,583509,98,-125.47998,48.13311,1548987454,-125.48565,48.12848,1548987574
636016288>_<1548979205,20939,99,583509,99,-125.48565,48.12848,1548987574,-125.48908,48.12573,1548987646
636016288>_<1548979205,20939,100,583509,100,-125.48908,48.12573,1548987646,-125.49239,48.12304,1548987715
636016288>_<1548979205,20939,101,583509,101,-125.49239,48.12304,1548987715,-125.4956,48.12042,1548987784
636016288>_<1548979205,20939,102,583509,102,-125.4956,48.12042,1548987784,-125.49896,48.11769,1548987855
636016288>_<1548979205,20939,103,583509,103,-125.49896,48.11769,1548987855,-125.50234,48.11498,1548987925
636016288>_<1548979205,20939,104,583509,104,-125.50234,48.11498,1548987925,-125.5066,48.11148,1548988016
636016288>_<1548979205,20939,105,583509,105,-125.5066,48.11148,1548988016,-125.51216,48.10682,1548988136
636016288>_<1548979205,20939,106,583509,106,-125.51216,48.10682,1548988136,-125.51549,48.10408,1548988206
636016288>_<1548979205,20939,107,583509,107,-125.51549,48.10408,1548988206,-125.52069,48.09969,1548988316
636016288>_<1548979205,20939,108,583509,108,-125.52069,48.09969,1548988316,-125.52387,48.09702,1548988386
636016288>_<1548979205,20939,109,583509,109,-125.52387,48.09702,1548988386,-125.52715,48.09429,1548988455
636016288>_<1548979205,20939,110,583509,110,-125.52715,48.09429,1548988455,-125.53522,48.08765,1548988626
636016288>_<1548979205,20939,111,583509,111,-125.53522,48.08765,1548988626,-125.54132,48.0826,1548988755
636016288>_<1548979205,20939,112,583509,112,-125.54132,48.0826,1548988755,-125.54753,48.07757,1548988884
636016288>_<1548979205,20939,113,583509,113,-125.54753,48.07757,1548988884,-125.55613,48.07044,1548989064
636016288>_<1548979205,20939,114,583509,114,-125.55613,48.07044,1548989064,-125.56002,48.06725,1548989144
636016288>_<1548979205,20939,115,583509,115,-125.56002,48.06725,1548989144,-125.56868,48.06027,1548989324
636016288>_<1548979205,20939,116,583509,116,-125.56868,48.06027,1548989324,-125.57207,48.05756,1548989395
636016288>_<1548979205,20939,117,583509,117,-125.57207,48.05756,1548989395,-125.57542,48.05482,1548989464
636016288>_<1548979205,20939,118,583509,118,-125.57542,48.05482,1548989464,-125.57828,48.05247,1548989525
636016288>_<1548979205,20939,119,583509,119,-125.57828,48.05247,1548989525,-125.58171,48.04977,1548989595
636016288>_<1548979205,20939,120,583509,120,-125.58171,48.04977,1548989595,-125.58513,48.04706,1548989665
636016288>_<1548979205,20939,121,583509,121,-125.58513,48.04706,1548989665,-125.58857,48.04431,1548989736
636016288>_<1548979205,20939,122,583509,122,-125.58857,48.04431,1548989736,-125.59199,48.04161,1548989805
636016288>_<1548979205,20939,123,583509,123,-125.59199,48.04161,1548989805,-125.59538,48.03892,1548989875
636016288>_<1548979205,20939,124,583509,124,-125.59538,48.03892,1548989875,-125.59839,48.03648,1548989936
636016288>_<1548979205,20939,125,583509,125,-125.59839,48.03648,1548989936,-125.60174,48.03384,1548990006
636016288>_<1548979205,20939,126,583509,126,-125.60174,48.03384,1548990006,-125.60521,48.03106,1548990076
636016288>_<1548979205,20939,127,583509,127,-125.60521,48.03106,1548990076,-125.6085,48.02836,1548990144
636016288>_<1548979205,20939,128,583509,128,-125.6085,48.02836,1548990144,-125.61196,48.02563,1548990215
636016288>_<1548979205,20939,129,583509,129,-125.61196,48.02563,1548990215,-125.61479,48.02334,1548990276
636016288>_<1548979205,20939,130,583509,130,-125.61479,48.02334,1548990276,-125.61806,48.02066,1548990344
636016288>_<1548979205,20939,131,583509,131,-125.61806,48.02066,1548990344,-125.62141,48.01794,1548990416
